,train_tag,et_bin,eta_bin,model_idx,sort,init,file_name,tuned_idx,max_sp_val,max_sp_pd_val,max_sp_fa_val,max_sp_op,max_sp_pd_op,max_sp_fa_op,tight_pd_ref,tight_fa_ref,tight_sp_ref,tight_pd_val,tight_fa_val,tight_sp_val,tight_pd_op,tight_fa_op,tight_sp_op,tight_pd_ref_passed,tight_fa_ref_passed,tight_pd_ref_total,tight_fa_ref_total,tight_pd_val_passed,tight_fa_val_passed,tight_pd_val_total,tight_fa_val_total,tight_pd_op_passed,tight_fa_op_passed,tight_pd_op_total,tight_fa_op_total,tight_op_threshold,medium_pd_ref,medium_fa_ref,medium_sp_ref,medium_pd_val,medium_fa_val,medium_sp_val,medium_pd_op,medium_fa_op,medium_sp_op,medium_pd_ref_passed,medium_fa_ref_passed,medium_pd_ref_total,medium_fa_ref_total,medium_pd_val_passed,medium_fa_val_passed,medium_pd_val_total,medium_fa_val_total,medium_pd_op_passed,medium_fa_op_passed,medium_pd_op_total,medium_fa_op_total,medium_op_threshold,loose_pd_ref,loose_fa_ref,loose_sp_ref,loose_pd_val,loose_fa_val,loose_sp_val,loose_pd_op,loose_fa_op,loose_sp_op,loose_pd_ref_passed,loose_fa_ref_passed,loose_pd_ref_total,loose_fa_ref_total,loose_pd_val_passed,loose_fa_val_passed,loose_pd_val_total,loose_fa_val_total,loose_pd_op_passed,loose_fa_op_passed,loose_pd_op_total,loose_fa_op_total,loose_op_threshold,vloose_pd_ref,vloose_fa_ref,vloose_sp_ref,vloose_pd_val,vloose_fa_val,vloose_sp_val,vloose_pd_op,vloose_fa_op,vloose_sp_op,vloose_pd_ref_passed,vloose_fa_ref_passed,vloose_pd_ref_total,vloose_fa_ref_total,vloose_pd_val_passed,vloose_fa_val_passed,vloose_pd_val_total,vloose_fa_val_total,vloose_pd_op_passed,vloose_fa_op_passed,vloose_pd_op_total,vloose_fa_op_total,vloose_op_threshold
445,v1_data17_fwd,0,4,4,4,5,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0445.pic.gz,0,0.9009148504029643,0.9130216189039718,0.1111111111111111,0.9032487824537356,0.9198713115166138,0.11322217913920124,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9306184012066365,0.1479328165374677,0.890909822584288,0.9303272507917358,0.12776269872043428,0.9010481819775905,18508.0,7434.0,19893,15474,1851,229,1989,1548,18507,1977,19893,15474,-0.0669824555516243,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306184012066365,0.1479328165374677,0.890909822584288,0.9305785954858493,0.12795657231485072,0.9010733216050382,18513.0,7632.0,19893,15474,1851,229,1989,1548,18512,1980,19893,15474,-0.06827197968959808,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9366515837104072,0.15310077519379844,0.8912102993213423,0.9354044136128287,0.13609926328034122,0.8992971736341588,18608.0,9820.0,19893,15474,1863,237,1989,1548,18608,2106,19893,15474,-0.12664057314395905,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9366515837104072,0.15310077519379844,0.8912102993213423,0.9359071030010556,0.137327129378312,0.8989170126747725,18618.0,10416.0,19893,15474,1863,237,1989,1548,18618,2125,19893,15474,-0.1329692155122757
451,v1_data17_fwd,0,4,4,5,1,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0451.pic.gz,0,0.8907370035191703,0.9155354449472096,0.13372093023255813,0.9020260781081284,0.9148444176343438,0.11070182241178751,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9311211664152841,0.16666666666666666,0.8815490307567568,0.9303272507917358,0.12995993279048726,0.8999312053922865,18508.0,7434.0,19893,15474,1852,258,1989,1548,18507,2010,19893,15474,0.008683969266712666,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9311211664152841,0.16666666666666666,0.8815490307567568,0.930628864424672,0.13008918185343157,0.9000137892818595,18513.0,7632.0,19893,15474,1852,258,1989,1548,18513,2013,19893,15474,0.006421446800231934,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.1744186046511628,0.8797526763179463,0.9354546825516513,0.13681013312653484,0.8989591284937174,18608.0,9820.0,19893,15474,1861,270,1989,1548,18609,2117,19893,15474,-0.04278094321489334,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.17958656330749354,0.8773263834951189,0.9359071030010556,0.1382964973503942,0.8984221764584251,18618.0,10416.0,19893,15474,1862,278,1989,1548,18618,2140,19893,15474,-0.050340116024017334
463,v1_data17_fwd,0,4,4,6,3,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0463.pic.gz,0,0.9063521575852381,0.9286073403720463,0.11563307493540052,0.9014299668640342,0.9131855426531946,0.11024945069148248,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9306184012066365,0.12209302325581395,0.904070586347257,0.9303775197305585,0.13319115936409462,0.8983119854817405,18508.0,7434.0,19893,15474,1851,189,1989,1548,18508,2061,19893,15474,-0.059682875871658325,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306184012066365,0.12209302325581395,0.904070586347257,0.930628864424672,0.13357890655292748,0.8982380772753993,18513.0,7632.0,19893,15474,1851,189,1989,1548,18513,2067,19893,15474,-0.061684682965278625,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.13113695090439276,0.9019454461986014,0.9354044136128287,0.14172159751841798,0.8964265806437186,18608.0,9820.0,19893,15474,1861,203,1989,1548,18608,2193,19893,15474,-0.10665731132030487,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.13242894056847546,0.9015338447807073,0.9359071030010556,0.1426909654905002,0.8961771313055605,18618.0,10416.0,19893,15474,1862,205,1989,1548,18618,2208,19893,15474,-0.11098501831293106
476,v1_data17_fwd,0,4,4,7,6,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0476.pic.gz,0,0.9065038958095889,0.9145299145299145,0.10148674854557208,0.9019880643590636,0.9116272055496909,0.10759984490112447,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9311211664152841,0.12475759534583064,0.9029656360021808,0.9304277886693811,0.13067080263668088,0.8996191071434906,18508.0,7434.0,19893,15474,1852,193,1989,1547,18509,2022,19893,15474,0.00242161238566041,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9311211664152841,0.12475759534583064,0.9029656360021808,0.9305785954858493,0.13092930076256948,0.8995617572767712,18513.0,7632.0,19893,15474,1852,193,1989,1547,18512,2026,19893,15474,0.0008680220926180482,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.1273432449903038,0.9038770130008639,0.9354044136128287,0.13803799922450563,0.8983078546528359,18608.0,9820.0,19893,15474,1861,197,1989,1547,18608,2136,19893,15474,-0.05312799662351608,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.1279896574014221,0.9037950586841774,0.935856834062233,0.13887811813364354,0.8981005846125883,18618.0,10416.0,19893,15474,1862,197,1989,1547,18617,2149,19893,15474,-0.0574132464826107
481,v1_data17_fwd,0,4,4,8,1,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0481.pic.gz,0,0.9026408792995024,0.9054801407742584,0.10019392372333549,0.8981899268159395,0.9130850047755492,0.11658265477575287,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9306184012066365,0.13703943115707823,0.8964702889478494,0.9304277886693811,0.13765025203567274,0.8960654482318666,18508.0,7434.0,19893,15474,1851,212,1989,1547,18509,2130,19893,15474,-0.04262080416083336,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306184012066365,0.13703943115707823,0.8964702889478494,0.930628864424672,0.13823187281892207,0.8958676240752579,18513.0,7632.0,19893,15474,1851,212,1989,1547,18513,2139,19893,15474,-0.04453761875629425,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.14544279250161604,0.8946421528189452,0.9354044136128287,0.14760242988238334,0.8934188556266682,18608.0,9820.0,19893,15474,1861,225,1989,1547,18608,2284,19893,15474,-0.09957181662321091,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9356460532931121,0.14544279250161604,0.8946421528189452,0.9359071030010556,0.14818405066563267,0.8933666790411304,18618.0,10416.0,19893,15474,1861,225,1989,1547,18618,2293,19893,15474,-0.10373346507549286
492,v1_data17_fwd,0,4,4,9,2,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0492.pic.gz,0,0.9046331238486216,0.8959276018099548,0.08661926308985132,0.8994899983422076,0.9232393304177349,0.12394985136357761,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9311211664152841,0.13186813186813187,0.8993507447404188,0.9303775197305585,0.13390202921028824,0.8979501094396941,18508.0,7434.0,19893,15474,1852,204,1989,1547,18508,2072,19893,15474,-0.05792566016316414,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9311211664152841,0.13186813186813187,0.8993507447404188,0.9305785954858493,0.13409590280470465,0.8979501644945632,18513.0,7632.0,19893,15474,1852,204,1989,1547,18512,2075,19893,15474,-0.05915479734539986,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.1389786683904331,0.8979459985846129,0.9354044136128287,0.1426909654905002,0.8959311657220882,18608.0,9820.0,19893,15474,1861,215,1989,1547,18608,2208,19893,15474,-0.10908244550228119,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.1396250808015514,0.8978621024795835,0.9359071030010556,0.1436603334625824,0.8956815049385969,18618.0,10416.0,19893,15474,1862,216,1989,1547,18618,2223,19893,15474,-0.11431083083152771
500,v1_data17_fwd,0,4,5,0,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0500.pic.gz,0,0.8991740512132192,0.9050251256281407,0.10665804783451842,0.9073867831386296,0.9207258834765998,0.1058549825513765,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9301507537688443,0.15901745313510018,0.8850049663337981,0.9303775197305585,0.11903838697169446,0.9055010023017024,18508.0,7434.0,19893,15474,1851,245,1990,1547,18508,1842,19893,15474,0.03168163076043129,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9301507537688443,0.15901745313510018,0.8850049663337981,0.930628864424672,0.11942613416052733,0.9054283985192765,18513.0,7632.0,19893,15474,1851,245,1990,1547,18513,1848,19893,15474,0.02950654737651348,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.935678391959799,0.167420814479638,0.8833764221072654,0.9353541446740059,0.128085821377795,0.9033556688077904,18608.0,9820.0,19893,15474,1862,259,1990,1547,18607,1982,19893,15474,-0.029563868418335915,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.935678391959799,0.167420814479638,0.8833764221072654,0.9359071030010556,0.12873206669251647,0.9032983770771612,18618.0,10416.0,19893,15474,1862,259,1990,1547,18618,1991,19893,15474,-0.03571644052863121
512,v1_data17_fwd,0,4,5,1,2,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0512.pic.gz,0,0.9118899422659925,0.9155778894472362,0.09179056237879767,0.9015268955873559,0.9153471070225707,0.11218818663564689,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9301507537688443,0.11570782159017454,0.9070765515780985,0.9304780576082039,0.13131704795140237,0.8993150807281584,18508.0,7434.0,19893,15474,1851,179,1990,1547,18510,2032,19893,15474,-0.055837273597717285,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306532663316583,0.11764705882352941,0.9063422147169984,0.930628864424672,0.13170479514023523,0.899191926259413,18513.0,7632.0,19893,15474,1852,182,1990,1547,18513,2037,19893,15474,-0.05715974420309067,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.936180904522613,0.12152553329023917,0.9070982139091113,0.9354044136128287,0.13758562750420059,0.8985387465290953,18608.0,9820.0,19893,15474,1863,188,1990,1547,18608,2129,19893,15474,-0.09585428982973099,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.936180904522613,0.12152553329023917,0.9070982139091113,0.9359071030010556,0.1386842445392271,0.8982242021583722,18618.0,10416.0,19893,15474,1863,188,1990,1547,18618,2146,19893,15474,-0.10270851850509644
529,v1_data17_fwd,0,4,5,2,9,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0529.pic.gz,0,0.9070355377636563,0.9241206030150754,0.10989010989010989,0.8985449281444848,0.9184135122907555,0.12110637197880315,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9301507537688443,0.12411118293471235,0.9028159308730892,0.9304277886693811,0.13693938218947913,0.8964277292899457,18508.0,7434.0,19893,15474,1851,192,1990,1547,18509,2119,19893,15474,-0.0404256209731102,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306532663316583,0.12540400775694893,0.9024069616383136,0.930628864424672,0.1370686312524234,0.8964605426101211,18513.0,7632.0,19893,15474,1852,194,1990,1547,18513,2121,19893,15474,-0.04205987602472305,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9346733668341709,0.13316095669036845,0.9004367551474097,0.9354044136128287,0.14676231097324544,0.8938488551214961,18608.0,9820.0,19893,15474,1860,206,1990,1547,18608,2271,19893,15474,-0.105895034968853,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9346733668341709,0.13316095669036845,0.9004367551474097,0.935856834062233,0.1472793072250226,0.8938053328161579,18618.0,10416.0,19893,15474,1860,206,1990,1547,18617,2279,19893,15474,-0.10842309892177582
538,v1_data17_fwd,0,4,5,3,8,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0538.pic.gz,0,0.9045199349824214,0.9235796882855707,0.11434108527131782,0.9025837024035921,0.9152465691449253,0.1099909525655939,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9306184012066365,0.12790697674418605,0.9011181135746527,0.9302267129140904,0.12879669122398862,0.9004731775832324,18508.0,7434.0,19893,15474,1851,198,1989,1548,18505,1993,19893,15474,-0.004280734341591597,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306184012066365,0.12790697674418605,0.9011181135746527,0.930628864424672,0.12905518934987723,0.9005395777838111,18513.0,7632.0,19893,15474,1851,198,1989,1548,18513,1997,19893,15474,-0.007780647370964289,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.1343669250645995,0.9002992089910603,0.9354044136128287,0.13642238593770195,0.8991323265361201,18608.0,9820.0,19893,15474,1861,208,1989,1548,18608,2111,19893,15474,-0.06000853702425957,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.13501291989664083,0.9002162989888637,0.9359071030010556,0.13739175390978414,0.8988840280140235,18618.0,10416.0,19893,15474,1862,209,1989,1548,18618,2126,19893,15474,-0.06596481800079346
544,v1_data17_fwd,0,4,5,4,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0544.pic.gz,0,0.9003399632458902,0.9125188536953243,0.11175710594315245,0.9035868572438296,0.9067008495450661,0.09952177846710611,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9311211664152841,0.1479328165374677,0.891155764745651,0.9303775197305585,0.12827969497221145,0.9008101603113788,18508.0,7434.0,19893,15474,1852,229,1989,1548,18508,1985,19893,15474,-0.03631177544593811,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9311211664152841,0.1479328165374677,0.891155764745651,0.930628864424672,0.12860281762957218,0.9007695603180709,18513.0,7632.0,19893,15474,1852,229,1989,1548,18513,1990,19893,15474,-0.03850310668349266,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.15180878552971577,0.8913822023631279,0.9353541446740059,0.1342897763991211,0.9001953695705697,18608.0,9820.0,19893,15474,1861,235,1989,1548,18607,2078,19893,15474,-0.08510971814393997,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9356460532931121,0.15180878552971577,0.8913822023631279,0.935856834062233,0.13493602171384259,0.9001123526231998,18618.0,10416.0,19893,15474,1861,235,1989,1548,18617,2088,19893,15474,-0.08916287124156952
555,v1_data17_fwd,0,4,5,5,5,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0555.pic.gz,0,0.8932687143444545,0.8944193061840121,0.1078811369509044,0.9044504337945656,0.9266576182576786,0.11748739821636293,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9306184012066365,0.16731266149870802,0.880972216035992,0.9304277886693811,0.12285123432855112,0.9035919106883258,18508.0,7434.0,19893,15474,1851,259,1989,1548,18509,1901,19893,15474,-0.019780855625867844,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306184012066365,0.16731266149870802,0.880972216035992,0.930628864424672,0.123238981517384,0.9034941884262174,18513.0,7632.0,19893,15474,1851,259,1989,1548,18513,1907,19893,15474,-0.02339787967503071,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.18992248062015504,0.8717305833990918,0.9353541446740059,0.13080005169962516,0.9019737454517298,18608.0,9820.0,19893,15474,1861,294,1989,1548,18607,2023,19893,15474,-0.07586713135242462,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.19056847545219638,0.8716380402019261,0.9359071030010556,0.1316401706087631,0.9018171996478141,18618.0,10416.0,19893,15474,1862,295,1989,1548,18618,2037,19893,15474,-0.08282466977834702
562,v1_data17_fwd,0,4,5,6,2,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0562.pic.gz,0,0.9073182535341823,0.926596279537456,0.11175710594315245,0.9033052459334876,0.9165032926154929,0.10979707897117746,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9306184012066365,0.11886304909560723,0.90570870324971,0.9303775197305585,0.12944293653871008,0.9002188116841959,18508.0,7434.0,19893,15474,1851,184,1989,1548,18508,2002,19893,15474,-0.0612766332924366,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306184012066365,0.11886304909560723,0.90570870324971,0.930628864424672,0.12970143466459869,0.9002109785914753,18513.0,7632.0,19893,15474,1851,184,1989,1548,18513,2007,19893,15474,-0.06407696008682251,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9361488185017597,0.12726098191214472,0.9041659396898245,0.9354044136128287,0.13616388781181338,0.8992642054739189,18608.0,9820.0,19893,15474,1862,197,1989,1548,18608,2107,19893,15474,-0.11262140423059464,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.12726098191214472,0.9041659396898245,0.935856834062233,0.13687475765800697,0.8991232517449954,18618.0,10416.0,19893,15474,1862,197,1989,1548,18617,2118,19893,15474,-0.11672944575548172
578,v1_data17_fwd,0,4,5,7,8,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0578.pic.gz,0,0.9119080133134331,0.9130216189039718,0.0892049127343245,0.9054647949596712,0.9148946865731664,0.1039162466072121,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9306184012066365,0.12152553329023917,0.9043585056983787,0.9303272507917358,0.12382060230063333,0.9030503788029361,18508.0,7434.0,19893,15474,1851,188,1989,1547,18507,1916,19893,15474,-0.037791866809129715,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306184012066365,0.12152553329023917,0.9043585056983787,0.930628864424672,0.1242083494894662,0.9030020999708938,18513.0,7632.0,19893,15474,1851,188,1989,1547,18513,1922,19893,15474,-0.04081834852695465,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.12540400775694893,0.9048635502472048,0.9354044136128287,0.13021843091637586,0.9022946499670177,18608.0,9820.0,19893,15474,1861,194,1989,1547,18608,2015,19893,15474,-0.08635984361171722,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.12669683257918551,0.904453026077326,0.9359071030010556,0.13131704795140237,0.901981837277749,18618.0,10416.0,19893,15474,1862,196,1989,1547,18618,2032,19893,15474,-0.09317412972450256
585,v1_data17_fwd,0,4,5,8,5,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0585.pic.gz,0,0.9057972385802973,0.910507792860734,0.0989010989010989,0.9062872640093368,0.9163524857990247,0.10372237301279566,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9311211664152841,0.1292824822236587,0.9006661188577411,0.9303775197305585,0.12123562104174744,0.9043868337592009,18508.0,7434.0,19893,15474,1852,200,1989,1547,18508,1876,19893,15474,-0.036118075251579285,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9311211664152841,0.1292824822236587,0.9006661188577411,0.9305785954858493,0.12155874369910818,0.9043220375967355,18513.0,7632.0,19893,15474,1852,200,1989,1547,18512,1881,19893,15474,-0.03895173594355583,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9351432880844646,0.13510019392372333,0.8996787103621324,0.9354546825516513,0.12840894403515574,0.9032406078278916,18608.0,9820.0,19893,15474,1860,209,1989,1547,18609,1986,19893,15474,-0.09019868820905685,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9361488185017597,0.1363930187459599,0.8995121886550789,0.9359573719398784,0.12950756107018224,0.9029282067881664,18618.0,10416.0,19893,15474,1862,210,1989,1547,18619,2004,19893,15474,-0.09650033712387085
591,v1_data17_fwd,0,4,5,9,1,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0591.pic.gz,0,0.9071382143757721,0.9296128707893414,0.11506140917905623,0.9037898891264622,0.9052933192580305,0.097712291585886,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9296128707893414,0.11506140917905623,0.9071382143757721,0.9303272507917358,0.12853819309810005,0.9006540367441654,18508.0,7434.0,19893,15474,1849,178,1989,1547,18507,1989,19893,15474,-0.013431633822619915,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9316239316239316,0.12023270846800259,0.9055099850587482,0.930628864424672,0.12873206669251647,0.9007038541216862,18513.0,7632.0,19893,15474,1853,186,1989,1547,18513,1991,19893,15474,-0.015589164569973946,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9356460532931121,0.1305753070458953,0.902231542679038,0.9354044136128287,0.13571151609150833,0.899494969377785,18608.0,9820.0,19893,15474,1861,202,1989,1547,18608,2100,19893,15474,-0.06744866073131561,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.9356460532931121,0.1305753070458953,0.902231542679038,0.9359071030010556,0.13687475765800697,0.899147887633518,18618.0,10416.0,19893,15474,1861,202,1989,1547,18618,2118,19893,15474,-0.07503649592399597
604,v1_data17_fwd,0,4,6,0,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0604.pic.gz,0,0.8931483094017315,0.8884422110552764,0.10213316095669037,0.900287341577466,0.9033328306439451,0.10275300504071345,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9301507537688443,0.167420814479638,0.8806890883960637,0.9304277886693811,0.13422515186764897,0.897810285320761,18508.0,7434.0,19893,15474,1851,259,1990,1547,18509,2077,19893,15474,-0.04298379272222519,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306532663316583,0.16806722689075632,0.8806010519800035,0.9305785954858493,0.13448364999353754,0.8977527235465493,18513.0,7632.0,19893,15474,1852,260,1990,1547,18512,2081,19893,15474,-0.044204555451869965,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.9351758793969849,0.18099547511312217,0.876126929154771,0.9355049514904741,0.1407522295463358,0.8969710754308771,18608.0,9820.0,19893,15474,1861,280,1990,1547,18610,2178,19893,15474,-0.08935482800006866,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.935678391959799,0.18164188752424046,0.8760357185317235,0.935856834062233,0.14139847486105725,0.8968131393236934,18618.0,10416.0,19893,15474,1862,281,1990,1547,18617,2188,19893,15474,-0.09428615123033524
613,v1_data17_fwd,0,4,6,1,3,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et0_eta4.v1/tunedDiscr.jobID_0613.pic.gz,0,0.9127473726115015,0.9251256281407035,0.09954751131221719,0.900643823401667,0.915799527471975,0.11438542070569989,0.9303775197305585,0.48041876696393954,0.7099716256017325,0.9301507537688443,0.10665804783451842,0.9116534615239531,0.9303775197305585,0.13403127827323252,0.8978843056693288,18508.0,7434.0,19893,15474,1851,165,1990,1547,18508,2074,19893,15474,-0.019851457327604294,0.930628864424672,0.4932144241954246,0.7025483123801989,0.9306532663316583,0.11053652230122818,0.9099418324703937,0.930628864424672,0.1341605273361768,0.8979419483742166,18513.0,7632.0,19893,15474,1852,171,1990,1547,18513,2076,19893,15474,-0.0213308148086071,0.9354044136128287,0.6346128990564819,0.6166333456964479,0.935678391959799,0.12281835811247575,0.9061939805923546,0.9354044136128287,0.14172159751841798,0.8964265806437186,18608.0,9820.0,19893,15474,1862,190,1990,1547,18608,2193,19893,15474,-0.07199839502573013,0.9359071030010556,0.6731291198138813,0.5909500132966145,0.935678391959799,0.12281835811247575,0.9061939805923546,0.9359573719398784,0.14204472017577874,0.8965320685422782,18618.0,10416.0,19893,15474,1862,190,1990,1547,18619,2198,19893,15474,-0.07502800226211548
