,train_tag,et_bin,eta_bin,model_idx,sort,init,file_name,tuned_idx,max_sp_val,max_sp_pd_val,max_sp_fa_val,max_sp_op,max_sp_pd_op,max_sp_fa_op,tight_pd_ref,tight_fa_ref,tight_sp_ref,tight_pd_val,tight_fa_val,tight_sp_val,tight_pd_op,tight_fa_op,tight_sp_op,tight_pd_ref_passed,tight_fa_ref_passed,tight_pd_ref_total,tight_fa_ref_total,tight_pd_val_passed,tight_fa_val_passed,tight_pd_val_total,tight_fa_val_total,tight_pd_op_passed,tight_fa_op_passed,tight_pd_op_total,tight_fa_op_total,tight_op_threshold,medium_pd_ref,medium_fa_ref,medium_sp_ref,medium_pd_val,medium_fa_val,medium_sp_val,medium_pd_op,medium_fa_op,medium_sp_op,medium_pd_ref_passed,medium_fa_ref_passed,medium_pd_ref_total,medium_fa_ref_total,medium_pd_val_passed,medium_fa_val_passed,medium_pd_val_total,medium_fa_val_total,medium_pd_op_passed,medium_fa_op_passed,medium_pd_op_total,medium_fa_op_total,medium_op_threshold,loose_pd_ref,loose_fa_ref,loose_sp_ref,loose_pd_val,loose_fa_val,loose_sp_val,loose_pd_op,loose_fa_op,loose_sp_op,loose_pd_ref_passed,loose_fa_ref_passed,loose_pd_ref_total,loose_fa_ref_total,loose_pd_val_passed,loose_fa_val_passed,loose_pd_val_total,loose_fa_val_total,loose_pd_op_passed,loose_fa_op_passed,loose_pd_op_total,loose_fa_op_total,loose_op_threshold,vloose_pd_ref,vloose_fa_ref,vloose_sp_ref,vloose_pd_val,vloose_fa_val,vloose_sp_val,vloose_pd_op,vloose_fa_op,vloose_sp_op,vloose_pd_ref_passed,vloose_fa_ref_passed,vloose_pd_ref_total,vloose_fa_ref_total,vloose_pd_val_passed,vloose_fa_val_passed,vloose_pd_val_total,vloose_fa_val_total,vloose_pd_op_passed,vloose_fa_op_passed,vloose_pd_op_total,vloose_fa_op_total,vloose_op_threshold
2220,v1_data17_fwd,2,4,4,2,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0420.pic.gz,0,0.9487920266201928,0.9610658230928337,0.06340288924558588,0.9478896066707174,0.9614125806059132,0.06553758478147449,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9670276189317435,0.07463884430176565,0.9460796903585841,0.9669789512106096,0.07111610547016094,0.9478357241538165,158951.0,10031.0,164380,24917,15896,186,16438,2492,158952,1772,164380,24917,0.7406415343284607,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9670276189317435,0.07463884430176565,0.9460796903585841,0.9669789512106096,0.07111610547016094,0.9478357241538165,158952.0,10075.0,164380,24917,15896,186,16438,2492,158952,1772,164380,24917,0.7406415343284607,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9670276189317435,0.07463884430176565,0.9460796903585841,0.9669789512106096,0.07111610547016094,0.9478357241538165,158952.0,10334.0,164380,24917,15896,186,16438,2492,158952,1772,164380,24917,0.7406415343284607,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9670276189317435,0.07463884430176565,0.9460796903585841,0.9670823701180192,0.07127663843961954,0.9478058332513357,158970.0,11475.0,164380,24917,15896,186,16438,2492,158969,1776,164380,24917,0.7394864559173584
2234,v1_data17_fwd,2,4,4,3,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0434.pic.gz,0,0.9493395716538237,0.9678793040515877,0.06902086677367576,0.9475584343517458,0.9684268159143448,0.07308263434602881,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9678793040515877,0.06902086677367576,0.9493395716538237,0.9669728677454679,0.07187863707508929,0.9474475373455872,158951.0,10031.0,164380,24917,15910,172,16438,2492,158951,1790,164380,24917,0.7193869352340698,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9678793040515877,0.06902086677367576,0.9493395716538237,0.9669850346757513,0.0719589035598186,0.9474130095117348,158952.0,10075.0,164380,24917,15910,172,16438,2492,158953,1793,164380,24917,0.7192199230194092,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9678793040515877,0.06902086677367576,0.9493395716538237,0.9669850346757513,0.0719589035598186,0.9474130095117348,158952.0,10334.0,164380,24917,15910,172,16438,2492,158953,1793,164380,24917,0.7192199230194092,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9678793040515877,0.06902086677367576,0.9493395716538237,0.9671432047694367,0.07207930328691255,0.9474304599466424,158970.0,11475.0,164380,24917,15910,172,16438,2492,158979,1796,164380,24917,0.7179070711135864
2245,v1_data17_fwd,2,4,4,4,5,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0445.pic.gz,0,0.944681012761285,0.9650200754349677,0.0754414125200642,0.9466592309346,0.9664861905341282,0.07296223461893486,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9670276189317435,0.08105939004815409,0.9428308162350533,0.9669728677454679,0.07368463298149858,0.9465349608443919,158951.0,10031.0,164380,24917,15896,201,16438,2492,158951,1836,164380,24917,0.7195609211921692,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9670276189317435,0.08105939004815409,0.9428308162350533,0.9669789512106096,0.07372476622386323,0.946517685639778,158952.0,10075.0,164380,24917,15896,201,16438,2492,158952,1837,164380,24917,0.7194440960884094,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9670276189317435,0.08105939004815409,0.9428308162350533,0.9669789512106096,0.07372476622386323,0.946517685639778,158952.0,10334.0,164380,24917,15896,201,16438,2492,158952,1837,164380,24917,0.7194440960884094,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9670276189317435,0.08105939004815409,0.9428308162350533,0.9670823701180192,0.07388529919332183,0.9464877014694336,158970.0,11475.0,164380,24917,15896,201,16438,2492,158969,1841,164380,24917,0.7183843851089478
2250,v1_data17_fwd,2,4,4,5,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0450.pic.gz,0,0.9469969025397994,0.9680618080058401,0.0738362760834671,0.9480020183997585,0.9667416960700815,0.07055424007705582,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9669667842803261,0.07343499197431781,0.946658122529021,0.9669485338849009,0.07103583898543163,0.9478612066097578,158951.0,10031.0,164380,24917,15895,183,16438,2492,158947,1770,164380,24917,0.7185182571411133,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9669667842803261,0.07343499197431781,0.946658122529021,0.9670093685363182,0.07111610547016094,0.9478507814478306,158952.0,10075.0,164380,24917,15895,183,16438,2492,158957,1772,164380,24917,0.7179421782493591,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9669667842803261,0.07343499197431781,0.946658122529021,0.9670093685363182,0.07111610547016094,0.9478507814478306,158952.0,10334.0,164380,24917,15895,183,16438,2492,158957,1772,164380,24917,0.7179421782493591,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9669667842803261,0.07343499197431781,0.946658122529021,0.967161455164862,0.07115623871252559,0.9479057947664578,158970.0,11475.0,164380,24917,15895,183,16438,2492,158982,1773,164380,24917,0.7165016531944275
2260,v1_data17_fwd,2,4,4,6,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0460.pic.gz,0,0.9508422219900624,0.9795595571237377,0.0774478330658106,0.945941790078858,0.9663888550918603,0.07428663161696833,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9667842803260738,0.06861958266452649,0.9489997955974063,0.9669728677454679,0.07512942970662599,0.9458045758187328,158951.0,10031.0,164380,24917,15892,171,16438,2492,158951,1871,164380,24917,0.7665246725082397,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9667842803260738,0.06861958266452649,0.9489997955974063,0.9669728677454679,0.07512942970662599,0.9458045758187328,158952.0,10075.0,164380,24917,15892,171,16438,2492,158951,1871,164380,24917,0.7665246725082397,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9667842803260738,0.06861958266452649,0.9489997955974063,0.9669728677454679,0.07512942970662599,0.9458045758187328,158952.0,10334.0,164380,24917,15892,171,16438,2492,158951,1871,164380,24917,0.7665246725082397,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9672101228859958,0.06902086677367576,0.9490081730317264,0.9670458693271687,0.07516956294899065,0.9458203815110028,158970.0,11475.0,164380,24917,15899,172,16438,2492,158963,1873,164380,24917,0.766088604927063
2273,v1_data17_fwd,2,4,4,7,3,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0473.pic.gz,0,0.9457661825835657,0.9717727217423044,0.07988759534323565,0.9482157338818974,0.9676237985156345,0.07099570574306699,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9667842803260738,0.07828181453231634,0.9441167753840387,0.9670276189317435,0.07051410683469117,0.9481638494919634,158951.0,10031.0,164380,24917,15892,195,16438,2491,158960,1757,164380,24917,0.7173445820808411,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9667842803260738,0.07828181453231634,0.9441167753840387,0.9670276189317435,0.07051410683469117,0.9481638494919634,158952.0,10075.0,164380,24917,15892,195,16438,2491,158960,1757,164380,24917,0.7173445820808411,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9667842803260738,0.07828181453231634,0.9441167753840387,0.9670276189317435,0.07051410683469117,0.9481638494919634,158952.0,10334.0,164380,24917,15892,195,16438,2491,158960,1757,164380,24917,0.7173445820808411,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9667842803260738,0.07828181453231634,0.9441167753840387,0.9670945370483027,0.07059437331942048,0.9481564446209264,158970.0,11475.0,164380,24917,15892,195,16438,2491,158971,1759,164380,24917,0.716784656047821
2288,v1_data17_fwd,2,4,4,8,8,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0488.pic.gz,0,0.9520718977062161,0.9721985643022265,0.06784423926134082,0.94699348269288,0.9665470251855457,0.07236023598346511,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.967088453583161,0.06463267763950221,0.951161767178055,0.9669667842803261,0.07300236786129952,0.9468767548031981,158951.0,10031.0,164380,24917,15897,161,16438,2491,158950,1819,164380,24917,0.6971670389175415,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.967088453583161,0.06463267763950221,0.951161767178055,0.9669850346757513,0.07304250110366417,0.946865503805411,158952.0,10075.0,164380,24917,15897,161,16438,2491,158953,1820,164380,24917,0.6969783902168274,0.9669789512106096,0.41473692659629974,0.764111536700516,0.967088453583161,0.06463267763950221,0.951161767178055,0.9669850346757513,0.07304250110366417,0.946865503805411,158952.0,10334.0,164380,24917,15897,161,16438,2491,158953,1820,164380,24917,0.6969783902168274,0.967088453583161,0.4605289561343661,0.7376268726715459,0.967088453583161,0.06463267763950221,0.951161767178055,0.967064119722594,0.07320303407312277,0.9468235049698454,158970.0,11475.0,164380,24917,15897,161,16438,2491,158966,1824,164380,24917,0.6960728764533997
2291,v1_data17_fwd,2,4,4,9,1,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0491.pic.gz,0,0.9500373480201996,0.9672709575374133,0.06704134885588117,0.9471276084602763,0.9646489840613214,0.07023317413813862,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9672709575374133,0.06704134885588117,0.9500373480201996,0.9669850346757513,0.07268130192238231,0.9470480236683858,158951.0,10031.0,164380,24917,15900,167,16438,2491,158953,1811,164380,24917,0.7095644474029541,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9672709575374133,0.06704134885588117,0.9500373480201996,0.9669850346757513,0.07268130192238231,0.9470480236683858,158952.0,10075.0,164380,24917,15900,167,16438,2491,158953,1811,164380,24917,0.7095644474029541,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9672709575374133,0.06704134885588117,0.9500373480201996,0.9669850346757513,0.07268130192238231,0.9470480236683858,158952.0,10334.0,164380,24917,15900,167,16438,2491,158953,1811,164380,24917,0.7095644474029541,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9672709575374133,0.06704134885588117,0.9500373480201996,0.9670702031877357,0.07288196813420557,0.9469887661737538,158970.0,11475.0,164380,24917,15900,167,16438,2491,158967,1816,164380,24917,0.7084399461746216
2302,v1_data17_fwd,2,4,5,0,2,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0502.pic.gz,0,0.9491068279619336,0.9678184694001704,0.06942215088282504,0.9479138645280134,0.9647645698990145,0.06878837741301119,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.967088453583161,0.06902086677367576,0.9489479126366414,0.9668937826986251,0.07139703816671349,0.9476516686320844,158951.0,10031.0,164380,24917,15897,172,16438,2492,158938,1779,164380,24917,0.7487658262252808,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.967088453583161,0.06902086677367576,0.9489479126366414,0.9668937826986251,0.07139703816671349,0.9476516686320844,158952.0,10075.0,164380,24917,15897,172,16438,2492,158938,1779,164380,24917,0.7487658262252808,0.9669789512106096,0.41473692659629974,0.764111536700516,0.967088453583161,0.06902086677367576,0.9489479126366414,0.9668937826986251,0.07139703816671349,0.9476516686320844,158952.0,10334.0,164380,24917,15897,172,16438,2492,158938,1779,164380,24917,0.7487658262252808,0.967088453583161,0.4605289561343661,0.7376268726715459,0.967088453583161,0.06902086677367576,0.9489479126366414,0.9670945370483027,0.0714773046514428,0.9477104939349913,158970.0,11475.0,164380,24917,15897,172,16438,2492,158971,1781,164380,24917,0.7474168539047241
2311,v1_data17_fwd,2,4,5,1,1,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0511.pic.gz,0,0.948689877187709,0.9657500912519771,0.06821829855537721,0.9465363317906844,0.9635782941963743,0.07035357386523257,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9670276189317435,0.06982343499197431,0.9485126055322597,0.9669667842803261,0.07412609864750973,0.9463088091588976,158951.0,10031.0,164380,24917,15896,173,16438,2492,158950,1847,164380,24917,0.7198861241340637,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9670276189317435,0.06982343499197431,0.9485126055322597,0.9669667842803261,0.07412609864750973,0.9463088091588976,158952.0,10075.0,164380,24917,15896,173,16438,2492,158950,1847,164380,24917,0.7198861241340637,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9670276189317435,0.06982343499197431,0.9485126055322597,0.9669667842803261,0.07412609864750973,0.9463088091588976,158952.0,10334.0,164380,24917,15896,173,16438,2492,158950,1847,164380,24917,0.7198861241340637,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9670276189317435,0.06982343499197431,0.9485126055322597,0.967088453583161,0.07432676485933298,0.9462675490403085,158970.0,11475.0,164380,24917,15896,173,16438,2492,158970,1852,164380,24917,0.718281090259552
2324,v1_data17_fwd,2,4,5,2,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0524.pic.gz,0,0.948011977553301,0.9623433507726,0.06621187800963081,0.9475909936461626,0.9696009246867016,0.07416623188987438,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9664192724175691,0.0738362760834671,0.9461844497448503,0.9668694488380581,0.07203917004454789,0.9473152544577521,158951.0,10031.0,164380,24917,15886,184,16438,2492,158934,1794,164380,24917,0.7318387031555176,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9664192724175691,0.0738362760834671,0.9461844497448503,0.9668694488380581,0.07203917004454789,0.9473152544577521,158952.0,10075.0,164380,24917,15886,184,16438,2492,158934,1794,164380,24917,0.7318387031555176,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9664192724175691,0.0738362760834671,0.9461844497448503,0.9668694488380581,0.07203917004454789,0.9473152544577521,158952.0,10334.0,164380,24917,15886,184,16438,2492,158934,1794,164380,24917,0.7318387031555176,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9675751307945005,0.07463884430176565,0.9463504456682806,0.9671067039785862,0.07207930328691255,0.9474123964381165,158970.0,11475.0,164380,24917,15905,186,16438,2492,158973,1796,164380,24917,0.7303707599639893
2334,v1_data17_fwd,2,4,5,3,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0534.pic.gz,0,0.9503176982915901,0.9661759338118993,0.06540930979133226,0.9487006797792857,0.9703674412945614,0.07272143516474695,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9669667842803261,0.06701444622792938,0.949900189319608,0.9669242000243339,0.06971144198739816,0.948517936250306,158951.0,10031.0,164380,24917,15895,167,16438,2492,158943,1737,164380,24917,0.7476575970649719,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9669667842803261,0.06701444622792938,0.949900189319608,0.9670337023968852,0.06975157522976282,0.9485519000228215,158952.0,10075.0,164380,24917,15895,167,16438,2492,158961,1738,164380,24917,0.7469955682754517,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9669667842803261,0.06701444622792938,0.949900189319608,0.9670337023968852,0.06975157522976282,0.9485519000228215,158952.0,10334.0,164380,24917,15895,167,16438,2492,158961,1738,164380,24917,0.7469955682754517,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9669667842803261,0.06701444622792938,0.949900189319608,0.9670762866528775,0.06983184171449211,0.9485324604920183,158970.0,11475.0,164380,24917,15895,167,16438,2492,158968,1740,164380,24917,0.7466678619384766
2340,v1_data17_fwd,2,4,5,4,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0540.pic.gz,0,0.9464798242831957,0.975666139433021,0.08226324237560192,0.9488660895176473,0.9707020318773574,0.07272143516474695,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9673926268402482,0.0774478330658106,0.9448393843101012,0.9669485338849009,0.06967130874503351,0.9485502490825519,158951.0,10031.0,164380,24917,15902,193,16438,2492,158947,1736,164380,24917,0.7628694772720337,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9673926268402482,0.0774478330658106,0.9448393843101012,0.9669485338849009,0.06967130874503351,0.9485502490825519,158952.0,10075.0,164380,24917,15902,193,16438,2492,158947,1736,164380,24917,0.7628694772720337,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9673926268402482,0.0774478330658106,0.9448393843101012,0.9669485338849009,0.06967130874503351,0.9485502490825519,158952.0,10334.0,164380,24917,15902,193,16438,2492,158947,1736,164380,24917,0.7628694772720337,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9673926268402482,0.0774478330658106,0.9448393843101012,0.9671006205134445,0.06975157522976282,0.9485850374925088,158970.0,11475.0,164380,24917,15902,193,16438,2492,158972,1738,164380,24917,0.7620047926902771
2351,v1_data17_fwd,2,4,5,5,1,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0551.pic.gz,0,0.9491389279354036,0.972806910816401,0.07423756019261638,0.9499172276208291,0.9741452731475848,0.07400569892041578,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9671492882345785,0.07102728731942215,0.9479649048127369,0.9669607008151844,0.06778504635389493,0.9495083573231198,158951.0,10031.0,164380,24917,15898,177,16438,2492,158949,1689,164380,24917,0.7688913345336914,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9671492882345785,0.07102728731942215,0.9479649048127369,0.966991118140893,0.06782517959625958,0.9495031758638874,158952.0,10075.0,164380,24917,15898,177,16438,2492,158954,1690,164380,24917,0.768792450428009,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9671492882345785,0.07102728731942215,0.9479649048127369,0.966991118140893,0.06782517959625958,0.9495031758638874,158952.0,10334.0,164380,24917,15898,177,16438,2492,158954,1690,164380,24917,0.768792450428009,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9671492882345785,0.07102728731942215,0.9479649048127369,0.9670702031877357,0.06802584580808284,0.9494410924818674,158970.0,11475.0,164380,24917,15898,177,16438,2492,158967,1695,164380,24917,0.7678378820419312
2367,v1_data17_fwd,2,4,5,6,7,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0567.pic.gz,0,0.9523776970896053,0.9773086750212922,0.07223113964686999,0.9480661452209684,0.9697408443849617,0.07336356704258137,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9669059496289086,0.06701444622792938,0.9498700414023689,0.9669728677454679,0.07131677168198419,0.9477313584971753,158951.0,10031.0,164380,24917,15894,167,16438,2492,158951,1777,164380,24917,0.744709312915802,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9669059496289086,0.06701444622792938,0.9498700414023689,0.9669728677454679,0.07131677168198419,0.9477313584971753,158952.0,10075.0,164380,24917,15894,167,16438,2492,158951,1777,164380,24917,0.744709312915802,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9669059496289086,0.06701444622792938,0.9498700414023689,0.9669728677454679,0.07131677168198419,0.9477313584971753,158952.0,10334.0,164380,24917,15894,167,16438,2492,158951,1777,164380,24917,0.744709312915802,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9669059496289086,0.06701444622792938,0.9498700414023689,0.9670823701180192,0.0714773046514428,0.9477044717425992,158970.0,11475.0,164380,24917,15894,167,16438,2492,158969,1781,164380,24917,0.7431337833404541
2370,v1_data17_fwd,2,4,5,7,0,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0570.pic.gz,0,0.9452887047054573,0.9691568317313541,0.07828181453231634,0.948760494770246,0.967946222168147,0.07023317413813862,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9671492882345785,0.07747892412685668,0.9447034068186949,0.9669302834894756,0.06947064253321025,0.9486425188635681,158951.0,10031.0,164380,24917,15898,193,16438,2491,158944,1730,164380,24917,0.7690810561180115,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9671492882345785,0.07747892412685668,0.9447034068186949,0.9669302834894756,0.06947064253321025,0.9486425188635681,158952.0,10075.0,164380,24917,15898,193,16438,2491,158944,1730,164380,24917,0.7690810561180115,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9671492882345785,0.07747892412685668,0.9447034068186949,0.9669302834894756,0.06947064253321025,0.9486425188635681,158952.0,10334.0,164380,24917,15898,193,16438,2491,158944,1730,164380,24917,0.7690810561180115,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9671492882345785,0.07747892412685668,0.9447034068186949,0.9671553716997202,0.06955090901793956,0.9487134654676568,158970.0,11475.0,164380,24917,15898,193,16438,2491,158981,1733,164380,24917,0.7676998972892761
2387,v1_data17_fwd,2,4,5,8,7,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0587.pic.gz,0,0.9531681517513872,0.9719552256965568,0.06543556804496187,0.9489272101264226,0.9722228981627935,0.07408596540514509,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.9670276189317435,0.06262545162585308,0.9521433631406276,0.9670276189317435,0.06947064253321025,0.9486907235129819,158951.0,10031.0,164380,24917,15896,156,16438,2491,158960,1730,164380,24917,0.7638841271400452,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.9670276189317435,0.06262545162585308,0.9521433631406276,0.9670276189317435,0.06947064253321025,0.9486907235129819,158952.0,10075.0,164380,24917,15896,156,16438,2491,158960,1730,164380,24917,0.7638841271400452,0.9669789512106096,0.41473692659629974,0.764111536700516,0.9670276189317435,0.06262545162585308,0.9521433631406276,0.9670276189317435,0.06947064253321025,0.9486907235129819,158952.0,10334.0,164380,24917,15896,156,16438,2491,158960,1730,164380,24917,0.7638841271400452,0.967088453583161,0.4605289561343661,0.7376268726715459,0.9670276189317435,0.06262545162585308,0.9521433631406276,0.9670580362574522,0.06955090901793956,0.9486652634251544,158970.0,11475.0,164380,24917,15896,156,16438,2491,158965,1733,164380,24917,0.7637567520141602
2394,v1_data17_fwd,2,4,5,9,4,/home/mschefer/outputs/data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97_et2_eta4.v1/tunedDiscr.jobID_0594.pic.gz,0,0.9515687158620317,0.9732327533763232,0.06985146527498996,0.9482482065535272,0.9667477795352233,0.07007264116868002,0.9669728677454679,0.4025765541598106,0.7710499828265425,0.967088453583161,0.06784423926134082,0.9495417825862498,0.9669789512106096,0.07035357386523257,0.9482208202423497,158951.0,10031.0,164380,24917,15897,169,16438,2491,158952,1753,164380,24917,0.7286771535873413,0.9669789512106096,0.4043424168238552,0.7700473187803221,0.967088453583161,0.06784423926134082,0.9495417825862498,0.9669789512106096,0.07035357386523257,0.9482208202423497,158952.0,10075.0,164380,24917,15897,169,16438,2491,158952,1753,164380,24917,0.7286771535873413,0.9669789512106096,0.41473692659629974,0.764111536700516,0.967088453583161,0.06784423926134082,0.9495417825862498,0.9669789512106096,0.07035357386523257,0.9482208202423497,158952.0,10334.0,164380,24917,15897,169,16438,2491,158952,1753,164380,24917,0.7286771535873413,0.967088453583161,0.4605289561343661,0.7376268726715459,0.967088453583161,0.06784423926134082,0.9495417825862498,0.9670945370483027,0.07055424007705582,0.9481767125635097,158970.0,11475.0,164380,24917,15897,169,16438,2491,158971,1758,164380,24917,0.7275118827819824
